ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	TWN_CHI	Indonesian	PER	HEB
MMI-1468	드라이브 모드 연동	Link to Drive Mode	Vincular a Modo conducc	Associer au Mode de conduite	Vincular ao Modo condução	驾驶模式联动	ドライブモード連動	Link to drive mode	Link to drive mode	Anhand Fahrmodus	Selon le mode de conduite	Colleg. a modalità di guida	Vincular modo conducción	Associar modo condução	Asoc. cu modul de cond.	Koppelen aan rijmodus	Link til driftsmodus	Länk till körläge	Etter kjøremodus	Połącz z trybem jazdy	Podle jízdního režimu	Prepojenie k režimu jazdy	Привязка к реж. вожд-ия	Покликання на режим водіння	Povezava do načina vožnje	Prema režimu vožnje	Връзка към реж. на шоф.	Σύνδεση σε πρόγραμμα οδήγησης	Yhdistä ajotilaan	Vezetési üzemmód alapján	Sürüş moduna bağla	إرتباطاً بوضع القيادة												Tautkan ke Mode Berkendara	لینک به حالت رانندگی	קישור ללחצן Drive Mode
MMI-1469	주유소/LPG충전소	Gas/LPG Station																																												
MMI-1470	이용안내	이용안내	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1471	서비스 가입하기	서비스 가입하기	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1472	업무 지시 목록	Job Instructions	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1473	문 열림	문 열림	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1474	문 잠김	문 잠김	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1475	짐칸 잠김	짐칸 잠김	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1476	짐칸 열림	짐칸 열림	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1477	내 차로 전송	내 차로 전송	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1478	원격 진단	원격 진단	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1479	진단 이력	진단 이력	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1480	업무 지시 확인	업무 지시 확인	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1481	주유 내역 제출	주유 내역 제출	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1482	제출 하기	제출 하기	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1483	연비운전가이드	연비운전가이드	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1484	계정생성	계정생성	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1485	차량운행현황	차량운행현황	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1486	차량정비	차량정비	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1487	환경설정	환경설정	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1488	관제현황	관제현황	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1489	운행현황	운행현황	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1490	운행일지	운행일지	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
MMI-1491	업무지시	업무지시	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)												N/A (Korea Only)	N/A (Korea Only)	N/A (Korea Only)
