ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi	Chinese (Traditional, Taiwan)	Indonesian	Persian	Hebrew
MMI-1178	블루링크 센터	Bluelink Center	Centro de Bluelink	Centre de Bluelink	Centro de Bluelink	Bluelink 中心	Hyundaiカスタマーセンター	Bluelink centre	Bluelink centre	Bluelink Center	Bluelink	Centro Bluelink	Centro de Bluelink	Centro Bluelink	Centru Bluelink	Bluelink center	Bluelink center	Bluelink center	Bluelink Center	Centrum Bluelink	Středisko Bluelink	Zákaznícke centrum služby Bluelink	Центр Bluelink	Центр Bluelink	Središče Bluelink	Bluelink centar	Център Bluelink	Κέντρο Bluelink	Bluelink -keskus	Bluelink központ	Bluelink merkezi	Bluelink مركز	Bluelink केंद्र	Bluelink কেন্দ্র	Bluelink केंद्र	Bluelink సెంటర్	Bluelink மையம்	Bluelink કેન્દ્ર	Bluelink ಕೇಂದ್ರ	Bluelink କେନ୍ଦ୍ର	Bluelink കേന്ദ്രം	Bluelink ਕੇਂਦਰ	Bluelink 中心	Bluelink Center	مرکز Bluelink	מרכז Bluelink:‏ %s
MMI-1179		Alert Distance [Highway]																																												
MMI-1180	파워 테일게이트	Power Tailgate	Portón trasero asistido	Hayon électrique	Porta-malas elétrico	电动尾门	パワーテールゲート	Power Tailgate	Power Tailgate	Servo-Heckklappe	Hayon électri.	Portellone elettr.	Portón eléctrico	P. Tras. Motorizada	Hayon electric	Elek.Achterklep	El-bagklap	Elektrisk baklucka	Power-bakluke	Wspomaganie tylnej klapy	El. otevírání 5. dveří	Elektrické piate dvere	Электроприводная дверь багажника	Електроприводна кришка багажника	Električni pokrov prtljažnika	Automatski poklopac prtljažnika	Капак на багажника с ел. задвижване	Ηλεκτρική Πόρτα Χώρου Αποσκευών	Sähköinen takaluukku	Önműködő csomagtérajtó	Elektrikli bagaj kapağı	الباب الخلفي الآلي	पावर टेलगेट	পাওয়ার টেলগেট	पॉवर टेलगेट	పవర్ టెయిల్‌గేట్	மின்சார டெயில்கேட்	પાવર ટેઇલગેટ	ಪವರ್ ಟೇಲ್‌ಗೇಟ್	ପାୱାର୍ ଟେଲଗେଟ୍	പവർ ടെയിൽഗേറ്റ്	ਪਾਵਰ ਟੇਲਗੇਟ	電動尾門	Power Tailgate	درب صندوق عقب برقی	דלת תא מטען חשמלית
MMI-1181	파워 테일게이트 열림 속도	Power Tailgate Opening Speed	Velocidad de apertura de la compuerta trasera asistida	Vitesse d`ouverture du hayon électrique	Velocidade de Abertura da Porta Traseira	电动尾门开启速度	パワーテールゲート開口速度	Power Tailgate Opening Speed	Power Tailgate Opening Speed	Öffnungsgeschwindigkeit Servo-Heckklappe	Vitesse ouvert. hayon élect.	Velocità di apertura del portellone elettrico	Velocidad de apertura de la puerta trasera	Velocidade de abertura da porta traseira elétrica	Viteză de deschidere hayon electric	Openingssnelheid elektrische achterklep	Åbningshastighed for servobagsmæk	Öppningshastighet för elektrisk baklucka	Åpningshastighet for elektrisk bakluke	Prędk. otwierania bagażn.	Rychlost otevírání zavazadlového prostoru	Rýchlosť otvárania el. zadnej kapoty	Скорость открытия двери багажника	Швидкість відчинення кришки багажника	Hitrost odpiranja električnega prtljažnika	Brzina otvaranja automatskog stražnjeg poklopca	Бързина на отваряне на задната врата	Ταχύτητα ανοίγματος Ηλεκτρικής Πόρτας Χώρου Αποσκευών	Sähköisen takaluukun avausnopeus	Önműködő csomagtérajtó nyitási sebessége	Hidrolik bagaj kapağı açılma hızı	سرعة فتح باب الصندوق الآلي	पावर टेलगेट खोलने की गति	পাওয়ার টেলগেট খোলার গতি	उर्जा टेलगेट उघडण्याची गती	పవర్ టెయిల్‌గేట్ తెరుచుకునే వేగం	பவர் டெயில்கேட் திறப்பு வேகம்	પાવર ટેઇલગેટ ઓપનિંગ સ્પીડ	ಪವರ್ ಟೈಲ್‌ಗೇಟ್ ತೆರೆಯುವ ವೇಗ	ପାୱାର୍ ଟେଲଗେଟ୍ ଖୋଲିବା ବେଗ	പവർ ടെയിൽഗേറ്റ് തുറക്കൽ വേഗത	ਪਾਵਰ ਟੇਲਗੇਟ ਓਪਨਿੰਗ ਸਪੀਡ	電動尾門開啟速度	Kecepatan Pembukaan Power Tailgate	سرعت باز شدن درب صندوق عقب برقی	מהירות פתיחת דלת תא מטען חשמלית
MMI-1182	스마트 테일게이트	Smart Tailgate	Portón trasero inteligente	Hayon intelligent	Porta-malas inteligente	智能尾门	スマートテールゲート	Smart Tailgate	Smart Tailgate	Smart Key Heckklappe	Hayon intelligent	Apertura automatica portellone	Portón trasero inteligente	Porta Traseira Inteligente	Hayon inteligent	Smart achterklep	Smart bagklap	Smart öppning av bakluckan	Smart bakluke	Int. tylna klapa	Intel. páté dveře	Int. piate dvere	Автоматическое открывание багажника	Розумна кришка багажника	Pametni pokrov prtljažnika	Pametni ključ za stražnji poklopac	Автоматично отваряне на капака на багажника	Έξυπνη Πόρτα Χώρου Αποσκευών	Älykäs tavaratilan avaus	Okos csomagtérajtó	Akıllı bagaj kapağı	الباب الخلفي الذكي	स्मार्ट टेलगेट	স্মার্ট টেলগেট	स्मार्ट टेलगेट	స్మార్ట్ టెయిల్‌గేట్	ஸ்மார்ட் டெயில்கேட்	સ્માર્ટ ટેઇલગેટ	ಸ್ಮಾರ್ಟ್‌ ಟೇಲ್‌ಗೇಟ್	ସ୍ମାର୍ଟ ଟେଲଗେଟ୍	സ്മാർട്ട് ടെയിൽഗേറ്റ്	ਸਮਾਰਟ ਟੇਲਗੇਟ	智慧尾門	Smart Tailgate	درب صندوق عقب هوشمند	דלת תא מטען חכמה
MMI-1183	이름 변경	Rename	Cambiar nombre	Renommer	Renomear	重命名	名前変更	Rename	Rename	Umbenennen	Renommer	Rinomina	Cambiar nombre	Renomear	Redenumește	Hernoemen	Omdøb	Ändra namn	Nytt navn	Zmień nazwę	Přejmenovat	Premenovať	Переименовать	Перейменувати	Preimenuj	Preimenovanje	Преименуване	Μετονομασία	Nimeä uudelleen	Átnevezés	Yeniden adlandır	تغيير الإسم	नाम बदलें	নতুন নামকরণ (রিনেম)	नाव बदला	పేరు మార్చు	திருத்தவும்.	નામ બદલો	ಮರುಹೆಸರಿಸಿ	ନାମ ପରିବର୍ତ୍ତନ କରନ୍ତୁ	പേര് മാറ്റുക	ਨਾਮ ਬਦਲੋ	重新命名	Ubah Nama	تغییر نام	שינוי שם
MMI-1184	건너뛰기	Skip	Saltar	Sauter	Omitir	跳过	スキップ	Skip	Skip	Überspr.	Passer au suivant.	Salta	Omitir	Ignorar	Omitere	Overslaan	Spr. over	Skippa	Hopp over	Pomiń	Přeskočit	Preskočiť	Пропус-ть	Пропусти	Preskoči	Preskoči	Пропускане	Παράκαμ.	Ohita	Kihagy	Atla	تخطي	छोड़ें	স্কিপ	वगळा	దాటవేయండి	தவிர்	અવગણો	ಸ್ಕಿಪ್ ಮಾಡಿ	ସ୍କିପ୍ କରନ୍ତୁ	സ്കിപ് ചെയ്യുക	ਛੱਡੋ	略過	Lewati	رد شدن	דלג
MMI-1185	프로필 삭제	Delete Profile	Eliminar perfil	Supprimez le profil	Excluir perfil	删除账户	(To be translated)	Delete Profile	Delete Profile	Profil löschen	Supprimez le profil	Elimina profilo	Eliminar perfil	Eliminar perfil	Ștergere profil	Profiel verwijderen	Slet profil	Ta bort profil	Slett profil	Usuń profil	Odstranit profil	Odstrániť profil	Удалить профиль	Видалити профіль	Izbriši profil	Obriši profil	Изтриване на профил	Διαγραφή προφίλ	Poista profiili	Profil törlése	Profili sil	حذف الملف	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	刪除個人檔案	Hapus Profil	حذف پروفایل	מחק פרופיל
MMI-1187	경로 탐색 옵션								Route Options		Options de l'itinéraire																					خيارات المسار														
MMI-1188	지도 자동 축척 설정								Auto zoom settings		Param. zoom auto.																					التكبير/التصغير التلقائي														
MMI-1189	사용자 버튼 ★ (핸들)	Custom Button ★ (Steering Wheel)	Botón personalizado ★ (Volante)		Botão personalizado ★ (Volante)						Bouton Personnalisé ★ (Volant)																					زر التعديل ★ (عجلة القيادة)											自訂按鈕 ★ (方向盤)			לחצן משותף ★ (גלגל ההגה)
MMI-1190	MODE 버튼	MODE Button	Botón de modo	Touche de MODE	Botão do modo	模式按钮	モードボタン	Mode Button	Mode Button	Mode-Taste	Bouton Mode	Pulsante Mode	Botón de modo	Botão de modo	Buton Mod	Modusknop	Modusknap	Lägesknapp	Mode-knapp	Przycisk Mode	Tlačítko Režim	Tlačidlo režimu	Кнопка Mode	Кнопка Режим	Gumb Mode	Tipka Režim	Бутон Mode	Κουμπί προγράμματος	Mode-painike	Mode Button	Mode Düğmesi	زر MODE	मोड बटन	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	Mode 按鈕	Tombol Mode	واحد	לחצן Mode
MMI-1191	탐색 버튼	Browse Buttons	Botones Navegar	Boutons Parcourir	Procurar botões	浏览按钮	(To be translated)	Browse buttons	Browse buttons	Navigationstasten	Touches Parcourir	Tasti di esplorazione	Explorar botones	Botões de navegação	Navigare butoane	Browseknoppen	Gennemse knapper	Bläddra-knappar	Bla gjennom knapper	Przyciski wyszukiwania	Tlačítka procházení	Tlačidlá prehľadávania	Кнопки поиска	Кнопки перегляду	Gumbi za brskanje	Pregled tipki	Бутони за сърфиране	Κουμπιά αναζήτησης	Selauspainikkeet	Böngésző gombok	Gözatma düğmeleri	أزرار التصفح	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	瀏覽按鈕	Telusuri tombol	دکمه‌های پیمایش	לחצני דפדוף
MMI-1192	SW 정보	SW Info	Inf. de software		Inf. de software						Infos version																					معلومات الإصدار											版本資訊			נתוני גרסה
MMI-1193	충전소 목록	Charging Station List	Lista de estaciones de carga	Chargement de la liste de stations	Carregando a lista de estações	充电站列表	充電スタンドリスト	Charging station list	Charging station list	Liste von Ladestationen	Liste des stations de recharge	Elenco stazioni di ricarica	Lista de estaciones de carga	Lista de estações de carregamento	Se încarcă lista de stații	Lijst met oplaadstations	Liste over ladestationer.	Laddstationslista.	Ladestasjonsliste	Lista stacji ładowania	Seznam nabíjecích stanic	Zoznam nabíjacích staníc	Список зарядных станций	Список зарядних станцій	Seznam polnilnih postaj	Popis stanica za punjenje	Списък със станции за зареждане	Λίστα σταθμών φόρτισης	Latausasemaluettelo	Töltőállomás-lista	Şarj istasyonu listesi	قائمة محطات الشحن	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	加氫站清單	Daftar stasiun pengisian daya	لیست ایستگاه شارژ	רשימת תחנות הטעינה
MMI-1194	웹 매뉴얼 > Electric Vehicle	Online Manual	Manual en línea	Manuel en ligne	Manual online	Web手册	ウェブ・マニュアル	Online manual	Online manual	Online-Handbuch	Manuel en ligne	Manuale online	Manual online	Manual Online	Manual online	Online handleiding	Onlinemanual	Onlinemanual	Håndbok på Internett	Instrukcja on-line	Online návod	Online príručka	Руководство в интернете	Онлайн-посібник	Spletni priročnik	Internetski priručnik	Онлайн ръководство	Διαδικτυακό εγχειρίδιο	Online-käyttöopas	Online kézikönyv	Çevrimiçi kılavuz	دليل عبر الإنترنت	ऑनलाइन मैनुअल	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	線上使用手冊	Manual online	راهنمای آنلاین	מדריך מקוון
MMI-1195	EV 홈 화면 편집	Edit EV Home Widgets	Editar widgets de pantalla de inicio de EV	Modifier les widgets sur l’écran d’accueil EV	Editar widgets da tela inicial EV	编辑电动汽车主页组件	(To be translated)	Edit EV home widgets	Edit EV home widgets	EV-Startbildschirm-Widgets bearbeiten	Modifier la valeur d’exposition des widgets de l’écran d’accueil	Modifica widget principali EV	Editar widgets inicio de VE	Editar Home Widgets do veículo elétrico	Editați widget-uri acasă EV	Widgets EV-startscherm bewerken	Rediger widgets på EV-startskærm	Redigera widgetar på EV-hemskärm	Rediger EV-startskjermwidgeter	Edytuj widżety ekr. gł. EV	Upravit widgety EV Home	Upraviť widgety EV domov	Редактировать виджеты главного экрана EV	Редагувати віджети на початковому екрані електромобіля	Urejanje pripomočkov začetnem zaslonu EV	Uređivanje widgeta na početnom zaslona električnog vozila	Редактиране на уиджетите за Нач. екран на ел. автомобил	Επεξεργ. γραφικών στοιχείων αρχ. οθόν. EV	Muuta EV-aloitusnäytön piensovelluksia	EV kezdőképernyő widgeteinek szerk.	EV ana sayfa öğelerini düzenle	تحرير التطبيقات المصغرة للصفحة الرئيسية للسيارات الكهربائية	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	(To be translated)	編輯 EV 首頁小工具	Edit widget beranda EV	ویرایش ویجت‌های صفحه اصلی EV	ערוך ווידג'טים ביתיים של EV
MMI-1196	사용	Yes	Sí	Oui	Sim	是	はい	Yes	Yes	Ja	Oui	Sì	Sí	Sim	Da	Ja	Ja	Ja	Ja	Tak	Ano	Áno	Да	Так	Da	Da	Да	Ναι	Kyllä	Igen	Evet	نعم	हाँ	হ্যাঁ	होय	అవును	ஆம்	હા	ಹೌದು	ହଁ	വേണം	ਹਾਂ	是	Ya	بله	כן
MMI-1197	프로필 삭제								Delete profile		Supprimer profil																					حذف صفحة التعريف														
MMI-1198																																														
MMI-1199																																														
MMI-1200																																														
MMI-1201																																														
MMI-1202																																														
MMI-1203																																														
MMI-1204																																														
MMI-1205																																														
MMI-1206																																														
MMI-1207																																														
MMI-1208																																														
MMI-1209																																														
MMI-1210																																														
MMI-1211																																														
MMI-1212																																														
MMI-1213																																														
MMI-1214																																														
MMI-1215																																														
MMI-1216																																														
MMI-1217																																														
MMI-1218																																														
MMI-1219																																														
MMI-1220																																														
