ID	KOR	ENG_US	MSPA	CFRE	BPO	SC_CHI	JPN	ENG_AU	ENG_UK	GER	FRE	ITA	SPA	POR	ROM	DUT	DAN	SWE	NOR	POL	CZE	SLK	RUS	UKR	SLN	CRO	BUL	GRE	FIN	HUN	TUR	ARA	PER	HEB	Ins	Hindi	Bengali	Marathi	Telugu	Tamil	Gujarati	Kannada	Odia	Malayalam	Punjabi
MMI-1254	현위치 방송 목록	Station List	Lista de estaciones	Liste des stations	Lista de estações	广播列表	放送局リスト	Station list	Station list	Senderliste	L. stations	Lista stazioni	Emisoras	Emissoras		Zenderlijst	Liste stat.	Stationslista	Stasjonsliste	Lista stacji	Stanice	Zoznam stan.	Список стан.	Станції	Sezn. postaj			Λίστα σταθμ.	Asemaluett.	Állomáslista	İstasyon list.	لائحة الإذاعات	لیست ایستگاه	רשימת תחנות	Dftr Stasiun	स्टेशन सूची	স্টেশনের তালিকা	स्टेशन यादी	స్టేషన్ లిస్ట్‌	ஸ்டேஷன் பட்டியல்	સ્ટેશન સૂચિ	ಸ್ಟೇಷನ್ ಲಿಸ್ಟ್	ଷ୍ଟେସନ୍ ତାଲିକା	സ്റ്റേഷൻ പട്ടിക	ਸਟੇਸ਼ਨ ਸੂਚੀ
MMI-1255	등록지점 추가	Add	Agregar	Ajouter																																									
MMI-1256	일반 도로	Local Roads	general	général																																									
MMI-1257	시설 표시 설정	POI Display	Visualización de los PDI	Affichage du PI	Tela de PdI				POI display		Affichage POI																					عرض نقطة الاهتمام													
MMI-1258	표시 정보	Display	Mostrar	Afficher	Exibir				Display		Affichage																					عرض	نمایش												
MMI-1259	상세 정보	Information	Información	Informations	Informações	N/A(EU/GEN Only)	N/A(EU/GEN Only)	Information	Information	Informationen	Informations	Informazioni	Información	Informações		Informatie	Oplysninger	Information	Informasjon	Informacje	Informace	Informácie	Информация	Інформація	Informativno			Πληροφορίες	Tiedot	Információ	Bilgi	التفاصيل	اطلاعات	מידע	N/A	N/A(EU/GEN Only)	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMI-1260	제한 속도 연동 경고	Camera Alert Distance Depending on the Speed Limit	Distancia de alerta de cámara según la vel. Delvehículo	Distance alerte caméra selon vitesse véhicule	<N/A>	<N/A>		<N/A>	Camera alert distance depending on the speed limit		Distance d'alerte radar en fonction de la vitesse du véhicule																					مسافة تنبيه الكاميرا حسب سرعة السيارة	فاصله هشدار دوربین بر اساس سرعت وسیله نقلیه			<N/A>									
MMI-1261	FM 방송 스캔	Scan FM	Guardar FM	Balayer FM	Pesquisar FM	搜索 FM	FMスキャン	Scan FM	Scan FM	FM Scan	Scanner FM	Scansione FM	Escanee FM	Procurar FM		FM scannen	Søg i FM	Skanna FM	Skann FM	Skanuj FM	Skenování FM	Vyhľadať FM	Поиск FM	Пошук FM	Išči FM			Σάρωση FM	Skannaa FM	FM keresés	FM Taraması	مسح FM	اسکن FM	סרוק FM	Pindai FM	स्कैन FM	FM স্ক্যান করুন	FM स्कॅन करा	FM స్కాన్ చేయండి	FMஐ ஸ்கேன் செய்யவும்	FM સ્કેન કરો	FM ಸ್ಕ್ಯಾನ್ ಮಾಡಿ	FM ସ୍କାନ୍ କରନ୍ତୁ	FM സ്കാൻ ചെയ്യുക	FM ਸਕੈਨ ਕਰੋ
MMI-1262	AM 방송 스캔	Scan AM	Guardar AM	Balayer AM	Pesquisar AM	搜索 AM	AMスキャン	Scan AM	Scan AM	AM Scan	Scanner AM	Scansione AM	Escanee AM	Procurar AM		AM scannen	Søg i AM	Skanna AM	Skann AM	Skanuj AM	Skenování AM	Vyhľadať AM	Поиск AM	Пошук AM	Išči AM			Σάρωση AM	Skannaa AM	AM keresés	AM Taraması	مسح AM	اسکن AM	סרוק AM	Pindai AM	स्कैन AM	AM স্ক্যান করুন	AM स्कॅन करा	AM స్కాన్ చేయండి	AMஐ ஸ்கேன் செய்யவும்	AM સ્કેન કરો	AM ಸ್ಕ್ಯಾನ್ ಮಾಡಿ	AM ସ୍କାନ୍ କରନ୍ତୁ	AM സ്കാൻ ചെയ്യുക	AM ਸਕੈਨ ਕਰੋ
MMI-1263	삭제	Delete	Eliminar	Eliminer	Excluir	<N/A>	削除		Delete items		Suppr. des éléments																					حذف العناصر	حذف موارد												
MMI-1264	MODE 버튼 (핸들)	MODE Button (Steering Wheel)	Botón de MODE (Volante)	Touche de MODE (Volant)	Botão de MODE (Volante)	模式按钮 (驾驶员方向盘)	MODEボタン(ステアリング)	MODE Button (Driver Steering)	MODE Button (Steering wheel)	MODE-Taste (Lenkrad)	Bouton MODE (Volant)	Pulsante MODE (Volante)	Botón de MODE (Volante)	Botão MODE (Volante)		MODE-knop (Stuurwiel)	MODE-knap (Rat)	MODE knapp (Ratt)	MODE-knapp (Ratt)	Przycisk MODE (Kierownica)	Tlačítko MODE (Volant)	Tlačidlo MODE (Volant)	Кнопка MODE (Руль)						MODE-painike (Ohjauspyörä)	MODE gomb (Kormány)	MODE Düğmesi (Direksiyon)	زر "MODE" (عجلة القيادة)	دکمه حالت (چرخ فرمان)	לחצן תצורה (גלגל ההגה)	Tombol MODE (Kemudi)	मोड बटन (स्टीयरिंग व्हील)									
MMI-1265	내비게이션 안내 우선	Navigation Volume Priority	Prioridad de volumen a navegación	Priorité du volume de navigation	Prioridade ao volume de navegação	导航音量优先	ナビゲーションボリューム優先事項	Navigation prioritised	Navigation prioritised	Navigation priorisiert	La navigation est prioritaire	Navigazione prioritaria	Navegación priorizada	Navegação priorizada		Prioriteit navigatie	Prioritet navigation	Navigation prioriteras	Navigasjon prioritert	Pierwszeństwo nawigacji	Upřednostnit navigaci	Navigácia má prioritu	Приоритет навигации	Пріоритет навігації	Navigacija prednostno			Η πλοήγηση έχει προτεραιότητα	Navigointi ensisijainen	Navigáció priorizálva	Navigasyon öncelendi	الأولوية لإرشادات الملاحة	ناوبری در اولویت‌ قرار گرفت	הניווט בעדיפות	Prioritas Volume Navigasi	नेविगेशन प्राथमिकता	নেভিগেশনে অগ্রাধিকার দেওয়া হচ্ছে	नॅव्हिगेशनला प्राधान्य दिले	నావిగేషన్‌కు ప్రాధాన్యత ఇవ్వబడింది	நாவிகேஷனுக்கு முன்னுரிமை வழங்கப்பட்டது	નેવિગેશનની અગ્રતાના આધારે	ನ್ಯಾವಿಗೇಶನ್‌ಗೆ ಆದ್ಯತೆ ನೀಡಲಾಗಿದೆ	ନାଭିଗେସନ୍ ପ୍ରାଥମିକତା	നാവിഗേഷന് മുൻഗണന നൽകി	ਨੈਵੀਗੇਸ਼ਨ ਨੂੰ ਤਰਜੀਹ ਦਿੱਤੀ ਗਈ
MMI-1266	내 차 아이콘	Vehicle Symbol Color	Símbolo del vehículo	Symbole du véhicule	Símbolo do veículo	<N/A>		Vehicle Symbol	Vehicle symbol	<N/A>	Symbole véhicule	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	رمز السيارة	علامت وسیله نقلیه	<N/A>	<N/A>	<N/A>									
MMI-1267	지도 자동 축척 설정	Set Map Auto-scale	Ajustes de escala automática	Réglage de l’échelle automatique	Configurações de escala automática do mapa				Auto zoom settings	Paramètres zoom automatique																						إعدادات التكبير/التصغير التلقائي													
MMI-1268	안내 거리 표시	Show Guidance Distance	Mostrar la distancia de la guía	Afficher la distance de navigation	Mostrar distância/orientação	<N/A>		<N/A>	Display distance	<N/A>	Afficher la distance	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	عرض المسافة على الدليل	نمایش مسافت	<N/A>	<N/A>	<N/A>									
MMI-1269	구간 별 거리	Interval Distance	Distancia de intervalo	Distance d’intervalle	Distância de intervalo	<N/A>		<N/A>	Interval distance	<N/A>	Distance jusqu'à la prochaine section	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	المسافة الفاصلة	<N/A>	<N/A>	<N/A>	<N/A>									
MMI-1270	고속도로	Freeway	autopistas	autoroute																																									
MMI-1271	우회	Detour	Desvío	Dév.	Desvio	<N/A>	N/A																																						
MMI-1272	미세먼지 정보 연동	Activate Based on External Dust	Activar basado en información sobre polvo	Activer en cas de poussière extérieure	Ativa baseado na poeira externa	根据外部粉尘情况激活	PM2.5情報連動	Activation on external dust concentration	Activation on external dust concentration	Bei erhöhter Staubkonzentration aktivieren	Activer en cas de pollution extérieure	Attiva in presenza di molta polvere esterna	Activar según la concentración de polvo exterior	Ativar em caso de maior concentração de pó no exterior		Activeren bij verhoogde externe stofbelasting	Aktiveres ved forhøjet støvniveau	Aktivera baserat på externa dammkoncentrationen	Aktivering ved høyt støvnivå utvendig	Uruchamia się na wypadek podwyższonej koncentracji pyłów	Aktivovat při zvýšené koncentraci prachu	Aktivovať pri zvýšenej koncentrácii vzduchu	Включать при высокой концентрации пыли	Активація при зовніш. пилу	Vklop ob večji kon. drob. prahu			Ενεργ. σε αυξ. συγκ. σκόνης	Ota käyttöön pölyn määrän ollessa koholla	Aktiválás a külső levegő magasabb porkoncentrációjánál	Yüksek toz oranında etkinleştir	التشغيل عند اكتشاف وجود غبار	فعال‌سازی بر اساس گرد و خاک بیرون	הפעלה על בסיס רמת האבק החיצונית	Aktifkan Berdasarkan Debu Eksternal	बाहरी धूल के आधार पर सक्रिय करें	বাহ্যিক ধূলিকণার ঘনত্বের সাপেক্ষে সক্রিয়করণ	बाह्य धूळ एकाग्रतेवरील सक्रियता	బాహ్య దుమ్ము సాంద్రతపై యాక్టివేషన్	வெளிப்புற தூசி செறிவிற்கான செயல்பாடு	બાહ્ય ધૂળના મિશ્રણ પર સક્રિયકરણ	ಬಾಹ್ಯ ಧೂಳು ಸಂಗ್ರಹದ ಸಕ್ರಿಯಗಳಿಸುವಿಕೆ	ବାହ୍ୟ ଧୂଳି ଏକାଗ୍ରତା ଉପରେ ସକ୍ରିୟତା	പുറത്ത് പൊടിപടലം അടിഞ്ഞുകൂടുമ്പോൾ സജീവമാക്കൽ	ਬਾਹਰਲੀ ਧੂੜ ਇੱਕਠੀ ਹੋਣ ’ਤੇ ਕਿਰਿਆਸ਼ੀਲਤਾ
MMI-1273	유가 정보 표시	Fuel Price Information	Información del precio del combustible	Informations relatives au prix du carburant	Informação/preços de combustíveis	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>		<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>						<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>	<N/A>									
MMI-1274	경로선 교통정보 표시	Show Traffic Colors	Color del tráfico en la ruta	Couleur de la circulation sur l’itinéraire	Mostrar cores/tráfego na rota																																								
MMI-1275	서비스 설정	Activate Service	Activar servicio	Activer le service	Ativar serviços	激活服务	サービス加入	Activate service	Activate service	Aktivieren	Activer	Attiva il servizio	Activar servicio	Ativar		Activeren	Aktiver	Aktivera	Aktiver	Aktywuj	Aktivace	Aktivovať	Активация службы	Активувати службу	Vklop storitve			Ενεργοποίηση υπηρεσίας	Ota käyttöön	Aktiválás	Etkinleştirme	تفعيل الخدمة	فعال کردن سرویس	הפעל את השירות	Aktifkan Layanan	सेवा को सक्रिय करें।	পরিষেবা অ্যাক্টিভেট করুন	सेवा सक्रिय करा	సర్వీస్‌ని యాక్టివేట్‌ చేయండి	சேவையைச் செயல்படுத்தவும்	સર્વિસ સક્રિય કરો	ಸೇವೆಯನ್ನು ಸಕ್ರಿಯಗೊಳಿಸಿ	ସକ୍ରିୟ ସେବା	സേവനം സജീവമാക്കുക	ਸੇਵਾ ਕਿਰਿਆਸ਼ੀਲ ਕਰੋ
MMI-1276	Steering	Steering	Dirección	Direction	Direção	操舵	ステアリング	Steering	Steering	Lenkung	Volant	Sterzo	Dirección	Direção		Sturing	Styring	Styrning	Styring	Uk. kierowniczy	Řízení	Riadenie	Управление	Кермове керування	Krmiljenje			Σύστημα διεύθυνσης	Ohjaus	Kormányzás	Direksiyon	عجلة القيادة	فرمان	היגוי	Sistem Kemudi	स्टीयरिंग	স্টিয়ারিং	स्टीअरिंग	స్టీరింగ్	ஸ்டியரிங்	સ્ટીઅરિંગ	ಸ್ಟೀರಿಂಗ್	ଷ୍ଟିଅରିଂ	സ്റ്റീയറിംഗ്	ਸਟੇਅਰਿੰਗ
MMI-1277	Suspension	Suspension	Suspensión	Suspension	Suspensão	悬挂	サスペンション	Suspension	Suspension	Radaufhängung	Suspension	Sospensioni	Suspensión	Suspensão		Wielophanging	Affjedring	Upphängning	Hjuloppheng	Zawieszenie	Odpružení	Odpruženie	Амортизация	Підвіска	Vzmetenje			Ανάρτηση	Pyöräntuenta	Kerékfelfügg.	Süspansiyon	التعليق	تعلیق	מתלים	Suspensi	सस्पेंशन	সাসপেনশন	निलंबन	సస్పెన్షన్	சஸ்பென்ஷன்	સસ્પેન્શન	ಸಸ್ಪೆನ್ಷನ್	ନିଲମ୍ବନ	സസ്പെൻഷൻ	ਸਸਪੈਨਸ਼ਨ
MMI-1278	ESC	ESC	ESC (Control de estabilidad)	ESC (Contrôle de stabilité)	ESC (Controle de estabilidade)	ESC	ESC	ESC	ESC	ESC	ESC	ESP	ESC	ESC		ESC	ESC	ESC	ESC	ESC	ESC	ESC	ЭКУ (ESC)	ESC	ESC			ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC	ESC
MMI-1279	Rev Matching	Rev Matching	Rev Matching	Rev Matching	Rev matching	转速匹配	レブマッチング	REV matching	REV matching	RPM Anpass.	Régime interm.	Adegua REV	Igualación RPM	Ajuste de rotaç.		RPM afstemm.	REV tilpasning	RPM-anpassn.	Turtallsreg.	Dopasuj RPM	Meziplyn	Medziplyn	Подгазовка	Узгодження ОБЕРТАННЯ	Usklajevanje vrtljajev			Ταίριασμα στροφών κινητήρα	Käyntinop. sov.	RPM vezérlés	Ara gaz	مطابقة REV	تطبیق REV	סיבובים תואמים	Pencocokan Rev	N_/_A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMI-1280	Exhaust Sound	Exhaust Sound	Sonido de escape	Son d'échappement	Som do escapamento	排气声	排気音	Exhaust sound	Exhaust sound	Auspuffklang	Son de l'échap.	Tono marmitta	Sonido escape	Som de escape		Uitlaatgeluid	Udstødningslyd	Avgasljud	Eksoslyd	Dźw. wydechu	Zvuk výfuku	Zvuk výfuku	Звук выхлопов	Звук вихлопу	Zvok izpušnega sistema			Ήχος εξάτμισης	Pakoputk. ääni	Kipufogóhang	Egzoz sesi	صوت العادم	صدای اگزوز	רעש פליטה	Suara Knalpot	N_/_A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A
MMI-1281	Head-Up Display	Head-Up Display	Visualización frontal	Affichage tête haute	Head-Up Display	平视显示器	ヘッドアップディスプレイ	Head-up disp.	Head-up display	Head-Up Disp.	Affichage tête haute	Display frontale	Visualiz. frontal	Ecrã superior		Head-up disp.	Forrude display	Head-Up Disp.	Head-up disp.	Wyśw. HUD	Head-up displej	Head-Up displ.	Проец.дисплея	Індикатор на лобовому склі.	Zaslon HUD			Σύστημα προβολής στο παρμπρίζ	Heijastusnäyttö	Kivetítő képer.	Head-up disp.	الشاشة العلوية	نمایشگر روی شیشه	תצוגה עלית	Head-up Display	हेड-अप प्रदर्शन	হেড-আপ ডিসপ্লে।	हेड-अप डिस्प.	హెడ్-అప్ డిస్‌పెన్స్.	முன்னறிவிப்பு காட்சி	હેડ-અપ ડિસપ્લે.	ಹೆಡ್‌ ಅಪ್‌ ಡಿಸ್‌ಪ್ಲೇ	ହେଡ୍ ଅପ୍ ଡିସ୍।	ഹെഡ്-അപ് ഡിസ്പ്ലേ.	ਹੈੱਡ-ਅੱਪ ਡਿਸ.
MMI-1282	런치 컨트롤	Launch Control	Control de largada	Commande de lancement	Controle de largada	启动控件	ローンチコントロール	Launch control	Launch control	Launch Control	Contrôle démarrage	Launch Control	Control de lanzamiento	Controlo arranque		Launch Control	Startkontrol	Launch control	Startkontroll	Kontrola startu	Launch control	Funkcia max. zrýchlenia	Контроль запуска	Керування зрушенням	Zaženi nadzor			Έλεγχος εκκίνησης	Kiihdytysavustin	Rajtautomatika	Kalkış kontrolü	التحكم في الانطلاق	کنترل راه‌اندازی	בקרת שיגור	Launch Control	लॉन्च कंट्रोल	লঞ্চ কন্ট্রোল	नियंत्रण सुरू करा	కంట్రోల్‌ని ప్రారంభించండి	தொடக்கக் கட்டுப்பாடு	નિયંત્રણ શરૂ કરો	ಕಂಟ್ರೋಲ್‌ ತೆರೆಯಿರಿ	ନିୟନ୍ତ୍ରଣ ଆରମ୍ଭ କରନ୍ତୁ।	ലോഞ്ച് കൺട്രോൾ	ਲਾਂਚ ਨਿਯੰਤ੍ਰਣ
